Order_ID,Date,Hour,Product_ID,Quantity,Customer_ID,Branch,Product_Name,Category,Unit_Price,Cost,Gender,Age,City,Time_ID,Day,Month,Year,Weekday,Total_Sale,Profit,Age_Group
2292,2024-01-08,11,110,3,C092,Hamra,Sahlab,Hot Drinks,4.0,1.0,F,32,Batroun,103,8,1,2024,Monday,12.0,9.0,26–35
784,2024-11-15,17,505,1,C032,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,M,49,Beirut,4477,15,11,2024,Friday,5.5,3.3,36–50
796,2024-05-17,9,505,1,C033,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,M,33,Batroun,1921,17,5,2024,Friday,5.5,3.3,26–35
4973,2024-02-07,16,702,3,C200,Hamra,Lotus Crepe,Desserts,5.8,1.9,M,40,Byblos,528,7,2,2024,Wednesday,17.4,11.7,36–50
631,2024-04-20,11,302,1,C026,Hamra,Lemonade Mint,Cold Drinks,3.5,1.0,M,28,Beirut,1545,20,4,2024,Saturday,3.5,2.5,26–35
1026,2024-08-07,13,702,3,C042,Hamra,Lotus Crepe,Desserts,5.8,1.9,F,26,Tripoli,3073,7,8,2024,Wednesday,17.4,11.7,26–35
4419,2024-12-02,11,602,1,C178,Hamra,Greek Salad,Salads,6.5,2.8,F,33,Zahle,4709,2,12,2024,Monday,6.5,3.7,26–35
1513,2024-08-10,11,603,2,C061,Hamra,Fattoush,Salads,5.5,2.0,F,34,Zahle,3113,10,8,2024,Saturday,11.0,7.0,26–35
986,2024-05-15,15,405,1,C041,Hamra,Lahm Baajin,Manakish,5.0,1.2,M,42,Tyre,1899,15,5,2024,Wednesday,5.0,3.8,36–50
4605,2024-09-12,9,602,3,C185,Hamra,Greek Salad,Salads,6.5,2.8,M,39,Saida,3573,12,9,2024,Thursday,19.5,11.100000000000001,36–50
3242,2024-12-25,19,604,1,C130,Hamra,Tabbouleh,Salads,5.5,2.0,F,26,Beirut,5039,25,12,2024,Wednesday,5.5,3.5,26–35
2494,2024-11-24,12,110,1,C099,Hamra,Sahlab,Hot Drinks,4.0,1.0,M,49,Zahle,4598,24,11,2024,Sunday,4.0,3.0,36–50
2450,2024-02-18,7,304,1,C098,Hamra,Carrot Juice,Cold Drinks,3.5,1.0,M,33,Tripoli,673,18,2,2024,Sunday,3.5,2.5,26–35
4945,2024-10-18,16,404,1,C198,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,29,Tyre,4084,18,10,2024,Friday,4.0,3.3,26–35
766,2024-11-19,11,102,2,C031,Hamra,Turkish Coffee,Coffee,2.0,0.4,M,18,Jounieh,4527,19,11,2024,Tuesday,4.0,3.2,16–25
3791,2024-03-18,14,411,1,C151,Hamra,Mutabbal,Appetizers,4.2,1.2,M,21,Saida,1086,18,3,2024,Monday,4.2,3.0,16–25
4512,2024-04-14,11,304,3,C182,Hamra,Carrot Juice,Cold Drinks,3.5,1.0,F,55,Zahle,1461,14,4,2024,Sunday,10.5,7.5,50+
2905,2024-06-17,15,107,1,C115,Hamra,Mocha,Coffee,4.5,0.9,F,36,Byblos,2361,17,6,2024,Monday,4.5,3.6,36–50
3913,2024-08-04,17,401,2,C156,Hamra,Croissant,Bakery,3.0,0.8,M,52,Jounieh,3035,4,8,2024,Sunday,6.0,4.4,50+
3709,2024-04-28,12,205,1,C147,Hamra,Mate,Tea,2.5,0.5,M,31,Saida,1658,28,4,2024,Sunday,2.5,2.0,26–35
1183,2024-07-08,14,605,3,C048,Hamra,Halloumi Salad,Salads,6.8,2.9,F,39,Zahle,2654,8,7,2024,Monday,20.4,11.7,36–50
43,2024-09-11,16,502,3,C002,Hamra,Chicken Sub Sandwich,Sandwiches,7.0,3.0,F,37,Zahle,3566,11,9,2024,Wednesday,21.0,12.0,36–50
3499,2024-09-22,14,103,1,C139,Hamra,Blonde Coffee,Coffee,2.2,0.5,M,33,Saida,3718,22,9,2024,Sunday,2.2,1.7000000000000002,26–35
4270,2024-05-28,19,502,2,C172,Hamra,Chicken Sub Sandwich,Sandwiches,7.0,3.0,F,21,Zahle,2085,28,5,2024,Tuesday,14.0,8.0,16–25
2539,2024-06-12,9,301,2,C101,Hamra,Lemonade,Cold Drinks,3.0,0.8,M,44,Byblos,2285,12,6,2024,Wednesday,6.0,4.4,36–50
4663,2024-05-19,13,102,1,C187,Hamra,Turkish Coffee,Coffee,2.0,0.4,F,18,Tyre,1953,19,5,2024,Sunday,2.0,1.6,16–25
3195,2024-12-12,20,406,1,C128,Hamra,Kaak with Cheese,Bakery,3.5,0.8,M,36,Batroun,4858,12,12,2024,Thursday,3.5,2.7,36–50
1458,2024-09-14,13,403,1,C059,Hamra,Cheese Manoushe,Manakish,4.5,0.8,F,31,Jounieh,3605,14,9,2024,Saturday,4.5,3.7,26–35
3018,2024-09-25,20,107,2,C120,Hamra,Mocha,Coffee,4.5,0.9,F,50,Zahle,3766,25,9,2024,Wednesday,9.0,7.2,36–50
926,2024-06-29,16,405,1,C038,Hamra,Lahm Baajin,Manakish,5.0,1.2,F,39,Saida,2530,29,6,2024,Saturday,5.0,3.8,36–50
3837,2024-06-08,18,601,1,C153,Hamra,Chicken Caesar Salad,Salads,7.5,3.2,M,41,Jounieh,2238,8,6,2024,Saturday,7.5,4.3,36–50
2708,2024-12-16,12,107,1,C107,Hamra,Mocha,Coffee,4.5,0.9,M,18,Tyre,4906,16,12,2024,Monday,4.5,3.6,16–25
525,2024-10-14,18,411,1,C021,Hamra,Mutabbal,Appetizers,4.2,1.2,F,58,Batroun,4030,14,10,2024,Monday,4.2,3.0,50+
1032,2024-10-14,13,404,2,C042,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,26,Tripoli,4025,14,10,2024,Monday,8.0,6.6,26–35
4108,2024-08-13,20,309,3,C164,Hamra,Chocolate Milkshake,Shakes,5.5,1.8,F,53,Batroun,3164,13,8,2024,Tuesday,16.5,11.100000000000001,50+
3418,2024-01-11,8,705,1,C137,Hamra,Ice Cream 2 Scoops,Desserts,4.0,1.2,F,30,Saida,142,11,1,2024,Thursday,4.0,2.8,26–35
3510,2024-01-10,15,503,1,C140,Hamra,BBQ Chicken Sandwich,Sandwiches,7.5,3.2,F,50,Tripoli,135,10,1,2024,Wednesday,7.5,4.3,36–50
235,2024-09-27,16,104,2,C010,Hamra,Americano,Coffee,3.0,0.6,F,49,Tyre,3790,27,9,2024,Friday,6.0,4.8,36–50
4673,2024-09-29,16,404,1,C187,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,18,Tyre,3818,29,9,2024,Sunday,4.0,3.3,16–25
3309,2024-07-01,7,602,1,C133,Hamra,Greek Salad,Salads,6.5,2.8,M,41,Beirut,2549,1,7,2024,Monday,6.5,3.7,36–50
798,2024-06-01,7,105,1,C033,Hamra,Café Latte,Coffee,4.0,0.8,M,33,Batroun,2129,1,6,2024,Saturday,4.0,3.2,26–35
1726,2024-11-10,9,404,1,C069,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,56,Zahle,4399,10,11,2024,Sunday,4.0,3.3,50+
2011,2024-11-29,20,405,1,C080,Hamra,Lahm Baajin,Manakish,5.0,1.2,F,40,Saida,4676,29,11,2024,Friday,5.0,3.8,36–50
4769,2024-05-03,9,404,2,C191,Hamra,Keshek Manoushe,Manakish,4.0,0.7,M,60,Byblos,1725,3,5,2024,Friday,8.0,6.6,50+
2533,2024-04-23,7,401,1,C101,Hamra,Croissant,Bakery,3.0,0.8,M,44,Byblos,1583,23,4,2024,Tuesday,3.0,2.2,36–50
714,2024-10-04,18,304,2,C029,Hamra,Carrot Juice,Cold Drinks,3.5,1.0,F,24,Tripoli,3890,4,10,2024,Friday,7.0,5.0,16–25
3688,2024-07-31,13,401,1,C146,Hamra,Croissant,Bakery,3.0,0.8,M,27,Beirut,2975,31,7,2024,Wednesday,3.0,2.2,26–35
3332,2024-06-20,10,501,1,C134,Hamra,Shish Tawouk Sandwich,Sandwiches,6.5,2.5,F,60,Zahle,2398,20,6,2024,Thursday,6.5,4.0,50+
1307,2024-10-14,16,402,2,C053,Hamra,Zaatar Manoushe,Manakish,3.5,0.5,F,46,Batroun,4028,14,10,2024,Monday,7.0,6.0,36–50
4005,2024-06-22,19,405,1,C160,Hamra,Lahm Baajin,Manakish,5.0,1.2,M,20,Beirut,2435,22,6,2024,Saturday,5.0,3.8,16–25
3103,2024-04-22,8,704,1,C124,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,M,52,Tyre,1570,22,4,2024,Monday,6.5,4.0,50+
1015,2024-05-01,16,706,1,C042,Hamra,Honey Pancakes,Desserts,4.5,1.5,F,26,Tripoli,1704,1,5,2024,Wednesday,4.5,3.0,26–35
1142,2024-02-01,11,405,1,C047,Hamra,Lahm Baajin,Manakish,5.0,1.2,M,24,Jounieh,439,1,2,2024,Thursday,5.0,3.8,16–25
3986,2024-08-09,12,103,2,C159,Hamra,Blonde Coffee,Coffee,2.2,0.5,M,59,Tripoli,3100,9,8,2024,Friday,4.4,3.4000000000000004,50+
4745,2024-04-28,15,601,1,C190,Hamra,Chicken Caesar Salad,Salads,7.5,3.2,M,30,Beirut,1661,28,4,2024,Sunday,7.5,4.3,26–35
4560,2024-02-08,10,107,2,C184,Hamra,Mocha,Coffee,4.5,0.9,M,25,Batroun,536,8,2,2024,Thursday,9.0,7.2,16–25
259,2024-09-24,8,702,1,C011,Hamra,Lotus Crepe,Desserts,5.8,1.9,M,23,Batroun,3740,24,9,2024,Tuesday,5.8,3.9,16–25
3872,2024-08-20,11,109,1,C154,Hamra,Hot Chocolate,Hot Drinks,3.8,0.9,F,25,Tripoli,3253,20,8,2024,Tuesday,3.8,2.9,16–25
3880,2024-01-18,9,706,3,C155,Hamra,Honey Pancakes,Desserts,4.5,1.5,M,24,Byblos,241,18,1,2024,Thursday,13.5,9.0,16–25
2070,2024-05-28,8,505,2,C083,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,M,47,Byblos,2074,28,5,2024,Tuesday,11.0,6.6,36–50
4594,2024-05-28,18,506,1,C185,Hamra,Steak Sandwich,Sandwiches,9.0,4.0,M,39,Saida,2084,28,5,2024,Tuesday,9.0,5.0,36–50
2744,2024-05-05,7,203,1,C109,Hamra,Green Tea,Tea,2.2,0.5,M,29,Jounieh,1751,5,5,2024,Sunday,2.2,1.7000000000000002,26–35
664,2024-10-28,16,205,1,C027,Hamra,Mate,Tea,2.5,0.5,F,46,Byblos,4224,28,10,2024,Monday,2.5,2.0,36–50
4680,2024-12-25,8,105,1,C187,Hamra,Café Latte,Coffee,4.0,0.8,F,18,Tyre,5028,25,12,2024,Wednesday,4.0,3.2,16–25
1538,2024-08-25,12,404,2,C062,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,50,Tyre,3324,25,8,2024,Sunday,8.0,6.6,36–50
3727,2024-05-14,14,410,2,C148,Hamra,Hummus,Appetizers,4.0,1.2,M,19,Beirut,1884,14,5,2024,Tuesday,8.0,5.6,16–25
3251,2024-05-30,19,402,1,C131,Hamra,Zaatar Manoushe,Manakish,3.5,0.5,F,59,Byblos,2113,30,5,2024,Thursday,3.5,3.0,50+
3636,2024-08-23,9,402,2,C144,Hamra,Zaatar Manoushe,Manakish,3.5,0.5,F,39,Batroun,3293,23,8,2024,Friday,7.0,6.0,36–50
2599,2024-08-11,17,108,1,C103,Hamra,Caramel Latte,Coffee,4.8,1.0,M,21,Byblos,3133,11,8,2024,Sunday,4.8,3.8,16–25
1072,2024-07-21,15,407,1,C044,Hamra,Cheese Rolls,Appetizers,4.5,1.0,F,20,Zahle,2837,21,7,2024,Sunday,4.5,3.5,16–25
2326,2024-09-12,18,305,1,C093,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,F,27,Byblos,3582,12,9,2024,Thursday,6.0,3.8,26–35
721,2024-03-26,15,110,3,C030,Hamra,Sahlab,Hot Drinks,4.0,1.0,M,23,Saida,1199,26,3,2024,Tuesday,12.0,9.0,16–25
4194,2024-05-29,8,203,2,C168,Hamra,Green Tea,Tea,2.2,0.5,F,47,Tyre,2088,29,5,2024,Wednesday,4.4,3.4000000000000004,36–50
2995,2024-08-22,14,404,1,C119,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,42,Tyre,3284,22,8,2024,Thursday,4.0,3.3,36–50
4835,2024-12-10,16,410,1,C193,Hamra,Hummus,Appetizers,4.0,1.2,M,48,Byblos,4826,10,12,2024,Tuesday,4.0,2.8,36–50
697,2024-01-22,17,108,3,C029,Hamra,Caramel Latte,Coffee,4.8,1.0,F,24,Tripoli,305,22,1,2024,Monday,14.399999999999999,11.399999999999999,16–25
742,2024-12-13,18,404,1,C030,Hamra,Keshek Manoushe,Manakish,4.0,0.7,M,23,Saida,4870,13,12,2024,Friday,4.0,3.3,16–25
2631,2024-10-11,11,406,1,C104,Hamra,Kaak with Cheese,Bakery,3.5,0.8,F,36,Jounieh,3981,11,10,2024,Friday,3.5,2.7,36–50
2781,2024-09-25,10,505,3,C110,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,M,55,Batroun,3756,25,9,2024,Wednesday,16.5,9.899999999999999,50+
780,2024-09-14,16,405,2,C032,Hamra,Lahm Baajin,Manakish,5.0,1.2,M,49,Beirut,3608,14,9,2024,Saturday,10.0,7.6,36–50
3443,2024-01-29,11,307,1,C138,Hamra,Strawberry Cocktail,Cocktails,6.0,2.0,F,55,Tyre,397,29,1,2024,Monday,6.0,4.0,50+
1259,2024-07-31,10,306,1,C051,Hamra,Mango Cocktail,Cocktails,6.0,2.2,F,48,Tripoli,2972,31,7,2024,Wednesday,6.0,3.8,36–50
3409,2024-10-09,14,202,1,C136,Hamra,Mint Tea,Tea,2.2,0.5,M,42,Saida,3956,9,10,2024,Wednesday,2.2,1.7000000000000002,36–50
4425,2024-02-19,10,201,1,C179,Hamra,Tea,Tea,2.0,0.4,F,43,Zahle,690,19,2,2024,Monday,2.0,1.6,36–50
864,2024-04-04,19,102,3,C036,Hamra,Turkish Coffee,Coffee,2.0,0.4,M,23,Beirut,1329,4,4,2024,Thursday,6.0,4.800000000000001,16–25
1352,2024-03-28,16,703,1,C055,Hamra,Ashta W Banane,Cocktails Specials,7.0,2.5,F,44,Tyre,1228,28,3,2024,Thursday,7.0,4.5,36–50
4072,2024-02-13,18,505,2,C163,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,F,40,Beirut,614,13,2,2024,Tuesday,11.0,6.6,36–50
876,2024-10-04,19,102,1,C036,Hamra,Turkish Coffee,Coffee,2.0,0.4,M,23,Beirut,3891,4,10,2024,Friday,2.0,1.6,16–25
1386,2024-06-19,20,409,1,C056,Hamra,Pita Chips,Appetizers,2.5,0.6,F,26,Batroun,2394,19,6,2024,Wednesday,2.5,1.9,26–35
871,2024-07-07,12,103,1,C036,Hamra,Blonde Coffee,Coffee,2.2,0.5,M,23,Beirut,2638,7,7,2024,Sunday,2.2,1.7000000000000002,16–25
2248,2024-12-18,8,301,2,C089,Hamra,Lemonade,Cold Drinks,3.0,0.8,F,21,Saida,4930,18,12,2024,Wednesday,6.0,4.4,16–25
4722,2024-07-02,11,704,1,C189,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,F,43,Tripoli,2567,2,7,2024,Tuesday,6.5,4.0,36–50
1523,2024-01-03,12,104,1,C062,Hamra,Americano,Coffee,3.0,0.6,F,50,Tyre,34,3,1,2024,Wednesday,3.0,2.4,36–50
2747,2024-07-09,11,308,1,C109,Hamra,Banane Avocat,Cocktails,6.5,2.5,M,29,Jounieh,2665,9,7,2024,Tuesday,6.5,4.0,26–35
2179,2024-04-27,18,703,1,C087,Hamra,Ashta W Banane,Cocktails Specials,7.0,2.5,F,60,Batroun,1650,27,4,2024,Saturday,7.0,4.5,50+
3831,2024-01-19,8,305,1,C153,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,M,41,Jounieh,254,19,1,2024,Friday,6.0,3.8,36–50
1580,2024-01-23,20,310,1,C064,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,M,26,Jounieh,322,23,1,2024,Tuesday,5.5,3.7,26–35
4683,2024-01-30,13,405,1,C188,Hamra,Lahm Baajin,Manakish,5.0,1.2,M,26,Jounieh,413,30,1,2024,Tuesday,5.0,3.8,26–35
1417,2024-10-21,10,303,1,C057,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,M,37,Batroun,4120,21,10,2024,Monday,3.5,2.5,36–50
2849,2024-04-17,14,506,1,C113,Hamra,Steak Sandwich,Sandwiches,9.0,4.0,F,27,Beirut,1506,17,4,2024,Wednesday,9.0,5.0,26–35
1746,2024-10-07,13,201,1,C070,Hamra,Tea,Tea,2.0,0.4,F,27,Byblos,3927,7,10,2024,Monday,2.0,1.6,26–35
4463,2024-05-07,13,404,1,C180,Hamra,Keshek Manoushe,Manakish,4.0,0.7,M,20,Jounieh,1785,7,5,2024,Tuesday,4.0,3.3,16–25
4577,2024-08-16,15,302,1,C184,Hamra,Lemonade Mint,Cold Drinks,3.5,1.0,M,25,Batroun,3201,16,8,2024,Friday,3.5,2.5,16–25
4767,2024-04-20,7,401,1,C191,Hamra,Croissant,Bakery,3.0,0.8,M,60,Byblos,1541,20,4,2024,Saturday,3.0,2.2,50+
4889,2024-05-15,16,308,2,C196,Hamra,Banane Avocat,Cocktails,6.5,2.5,F,44,Zahle,1900,15,5,2024,Wednesday,13.0,8.0,36–50
507,2024-12-27,12,705,1,C020,Hamra,Ice Cream 2 Scoops,Desserts,4.0,1.2,M,55,Tyre,5060,27,12,2024,Friday,4.0,2.8,50+
1326,2024-07-04,12,701,1,C054,Hamra,Nutella Crepe,Desserts,5.5,1.8,F,53,Byblos,2596,4,7,2024,Thursday,5.5,3.7,50+
10,2024-05-23,12,305,1,C001,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,F,18,Zahle,2008,23,5,2024,Thursday,6.0,3.8,16–25
2254,2024-03-12,19,603,2,C090,Hamra,Fattoush,Salads,5.5,2.0,F,20,Beirut,1007,12,3,2024,Tuesday,11.0,7.0,16–25
3455,2024-05-08,18,102,2,C138,Hamra,Turkish Coffee,Coffee,2.0,0.4,F,55,Tyre,1804,8,5,2024,Wednesday,4.0,3.2,50+
3809,2024-12-29,12,309,1,C151,Hamra,Chocolate Milkshake,Shakes,5.5,1.8,M,21,Saida,5088,29,12,2024,Sunday,5.5,3.7,16–25
4444,2024-09-17,18,406,1,C179,Hamra,Kaak with Cheese,Bakery,3.5,0.8,F,43,Zahle,3652,17,9,2024,Tuesday,3.5,2.7,36–50
2843,2024-01-03,16,402,1,C113,Hamra,Zaatar Manoushe,Manakish,3.5,0.5,F,27,Beirut,38,3,1,2024,Wednesday,3.5,3.0,26–35
3817,2024-04-13,13,102,3,C152,Hamra,Turkish Coffee,Coffee,2.0,0.4,F,39,Tripoli,1449,13,4,2024,Saturday,6.0,4.800000000000001,36–50
310,2024-08-11,20,204,2,C013,Hamra,Chamomile Tea,Tea,2.5,0.5,M,29,Beirut,3136,11,8,2024,Sunday,5.0,4.0,26–35
3944,2024-11-15,16,104,1,C157,Hamra,Americano,Coffee,3.0,0.6,F,30,Jounieh,4476,15,11,2024,Friday,3.0,2.4,26–35
4650,2024-12-27,12,702,2,C186,Hamra,Lotus Crepe,Desserts,5.8,1.9,F,34,Beirut,5060,27,12,2024,Friday,11.6,7.8,26–35
2786,2024-12-19,7,203,2,C110,Hamra,Green Tea,Tea,2.2,0.5,M,55,Batroun,4943,19,12,2024,Thursday,4.4,3.4000000000000004,50+
2268,2024-01-10,9,411,1,C091,Hamra,Mutabbal,Appetizers,4.2,1.2,M,47,Tyre,129,10,1,2024,Wednesday,4.2,3.0,36–50
2380,2024-10-28,8,410,1,C095,Hamra,Hummus,Appetizers,4.0,1.2,M,40,Zahle,4216,28,10,2024,Monday,4.0,2.8,36–50
1050,2024-08-18,12,602,1,C043,Hamra,Greek Salad,Salads,6.5,2.8,M,42,Tyre,3226,18,8,2024,Sunday,6.5,3.7,36–50
3461,2024-08-06,14,108,1,C138,Hamra,Caramel Latte,Coffee,4.8,1.0,F,55,Tyre,3060,6,8,2024,Tuesday,4.8,3.8,50+
3976,2024-03-06,9,102,2,C159,Hamra,Turkish Coffee,Coffee,2.0,0.4,M,59,Tripoli,913,6,3,2024,Wednesday,4.0,3.2,50+
1846,2024-04-21,16,106,1,C074,Hamra,Cappuccino,Coffee,3.5,0.7,M,29,Saida,1564,21,4,2024,Sunday,3.5,2.8,26–35
318,2024-01-13,14,406,2,C014,Hamra,Kaak with Cheese,Bakery,3.5,0.8,M,38,Saida,176,13,1,2024,Saturday,7.0,5.4,36–50
2481,2024-03-26,14,110,3,C099,Hamra,Sahlab,Hot Drinks,4.0,1.0,M,49,Zahle,1198,26,3,2024,Tuesday,12.0,9.0,36–50
2749,2024-08-21,11,602,1,C109,Hamra,Greek Salad,Salads,6.5,2.8,M,29,Jounieh,3267,21,8,2024,Wednesday,6.5,3.7,26–35
4047,2024-03-30,14,306,1,C162,Hamra,Mango Cocktail,Cocktails,6.0,2.2,F,37,Saida,1254,30,3,2024,Saturday,6.0,3.8,36–50
3673,2024-11-09,12,506,2,C145,Hamra,Steak Sandwich,Sandwiches,9.0,4.0,F,55,Saida,4388,9,11,2024,Saturday,18.0,10.0,50+
3740,2024-02-23,11,110,2,C149,Hamra,Sahlab,Hot Drinks,4.0,1.0,M,40,Beirut,747,23,2,2024,Friday,8.0,6.0,36–50
2387,2024-01-12,15,308,2,C096,Hamra,Banane Avocat,Cocktails,6.5,2.5,M,46,Zahle,163,12,1,2024,Friday,13.0,8.0,36–50
4871,2024-07-27,20,103,1,C195,Hamra,Blonde Coffee,Coffee,2.2,0.5,M,26,Saida,2926,27,7,2024,Saturday,2.2,1.7000000000000002,26–35
1421,2024-01-14,13,407,1,C058,Hamra,Cheese Rolls,Appetizers,4.5,1.0,F,22,Tripoli,189,14,1,2024,Sunday,4.5,3.5,16–25
3394,2024-04-30,14,305,1,C136,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,M,42,Saida,1688,30,4,2024,Tuesday,6.0,3.8,36–50
2388,2024-01-20,7,110,3,C096,Hamra,Sahlab,Hot Drinks,4.0,1.0,M,46,Zahle,267,20,1,2024,Saturday,12.0,9.0,36–50
914,2024-03-15,17,404,1,C038,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,39,Saida,1047,15,3,2024,Friday,4.0,3.3,36–50
3873,2024-08-30,8,505,3,C154,Hamra,Turkey Sandwich,Sandwiches,5.5,2.2,F,25,Tripoli,3390,30,8,2024,Friday,16.5,9.899999999999999,16–25
1598,2024-08-10,14,705,1,C064,Hamra,Ice Cream 2 Scoops,Desserts,4.0,1.2,M,26,Jounieh,3116,10,8,2024,Saturday,4.0,2.8,26–35
3952,2024-03-10,18,704,3,C158,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,F,26,Batroun,978,10,3,2024,Sunday,19.5,12.0,26–35
212,2024-11-07,15,604,1,C009,Hamra,Tabbouleh,Salads,5.5,2.0,M,21,Beirut,4363,7,11,2024,Thursday,5.5,3.5,16–25
3048,2024-07-29,10,409,1,C121,Hamra,Pita Chips,Appetizers,2.5,0.6,F,53,Batroun,2944,29,7,2024,Monday,2.5,1.9,50+
773,2024-04-10,18,501,1,C032,Hamra,Shish Tawouk Sandwich,Sandwiches,6.5,2.5,M,49,Beirut,1412,10,4,2024,Wednesday,6.5,4.0,36–50
258,2024-07-04,16,305,1,C011,Hamra,Avocado Shake Cocktails,Shakes,6.0,2.2,M,23,Batroun,2600,4,7,2024,Thursday,6.0,3.8,16–25
4051,2024-05-11,17,108,1,C162,Hamra,Caramel Latte,Coffee,4.8,1.0,F,37,Saida,1845,11,5,2024,Saturday,4.8,3.8,36–50
2643,2024-04-20,16,107,1,C105,Hamra,Mocha,Coffee,4.5,0.9,F,27,Tripoli,1550,20,4,2024,Saturday,4.5,3.6,26–35
3684,2024-05-11,20,106,1,C146,Hamra,Cappuccino,Coffee,3.5,0.7,M,27,Beirut,1848,11,5,2024,Saturday,3.5,2.8,26–35
3703,2024-01-20,15,201,1,C147,Hamra,Tea,Tea,2.0,0.4,M,31,Saida,275,20,1,2024,Saturday,2.0,1.6,26–35
4506,2024-01-24,10,602,2,C182,Hamra,Greek Salad,Salads,6.5,2.8,F,55,Zahle,326,24,1,2024,Wednesday,13.0,7.4,50+
2054,2024-08-14,16,303,1,C082,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,M,37,Tripoli,3174,14,8,2024,Wednesday,3.5,2.5,36–50
893,2024-06-02,16,704,1,C037,Hamra,Mafroukeh Dessert,Desserts,6.5,2.5,M,28,Beirut,2152,2,6,2024,Sunday,6.5,4.0,26–35
2059,2024-10-19,16,506,2,C082,Hamra,Steak Sandwich,Sandwiches,9.0,4.0,M,37,Tripoli,4098,19,10,2024,Saturday,18.0,10.0,36–50
279,2024-08-17,15,404,1,C012,Hamra,Keshek Manoushe,Manakish,4.0,0.7,F,60,Beirut,3215,17,8,2024,Saturday,4.0,3.3,50+
95,2024-11-05,17,310,3,C004,Hamra,Strawberry Milkshake,Shakes,5.5,1.8,M,23,Tyre,4337,5,11,2024,Tuesday,16.5,11.100000000000001,16–25
1056,2024-12-24,13,306,1,C043,Hamra,Mango Cocktail,Cocktails,6.0,2.2,M,42,Tyre,5019,24,12,2024,Tuesday,6.0,3.8,36–50
3888,2024-07-20,8,604,1,C155,Hamra,Tabbouleh,Salads,5.5,2.0,M,24,Byblos,2816,20,7,2024,Saturday,5.5,3.5,16–25
1243,2024-02-07,15,103,1,C051,Hamra,Blonde Coffee,Coffee,2.2,0.5,F,48,Tripoli,527,7,2,2024,Wednesday,2.2,1.7000000000000002,36–50
115,2024-09-16,10,303,1,C005,Hamra,Fresh Orange Juice,Cold Drinks,3.5,1.0,M,33,Beirut,3630,16,9,2024,Monday,3.5,2.5,26–35
3335,2024-07-06,14,309,1,C134,Hamra,Chocolate Milkshake,Shakes,5.5,1.8,F,60,Zahle,2626,6,7,2024,Saturday,5.5,3.7,50+
2174,2024-02-26,20,605,1,C087,Hamra,Halloumi Salad,Salads,6.8,2.9,F,60,Batroun,798,26,2,2024,Monday,6.8,3.9,50+
2661,2024-01-20,13,502,1,C106,Hamra,Chicken Sub Sandwich,Sandwiches,7.0,3.0,F,59,Tripoli,273,20,1,2024,Saturday,7.0,4.0,50+
1391,2024-09-29,19,110,1,C056,Hamra,Sahlab,Hot Drinks,4.0,1.0,F,26,Batroun,3821,29,9,2024,Sunday,4.0,3.0,26–35
2766,2024-04-28,13,402,1,C110,Hamra,Zaatar Manoushe,Manakish,3.5,0.5,M,55,Batroun,1659,28,4,2024,Sunday,3.5,3.0,50+
1680,2024-03-11,14,202,1,C068,Hamra,Mint Tea,Tea,2.2,0.5,F,21,Beirut,988,11,3,2024,Monday,2.2,1.7000000000000002,16–25
2386,2024-01-04,7,107,1,C096,Hamra,Mocha,Coffee,4.5,0.9,M,46,Zahle,43,4,1,2024,Thursday,4.5,3.6,36–50
1073,2024-08-08,11,302,1,C044,Hamra,Lemonade Mint,Cold Drinks,3.5,1.0,F,20,Zahle,3085,8,8,2024,Thursday,3.5,2.5,16–25
3586,2024-01-14,8,101,1,C143,Hamra,Espresso,Coffee,2.5,0.5,M,36,Saida,184,14,1,2024,Sunday,2.5,2.0,36–50
2250,2024-01-03,8,703,1,C090,Hamra,Ashta W Banane,Cocktails Specials,7.0,2.5,F,20,Beirut,30,3,1,2024,Wednesday,7.0,4.5,16–25
1024,2024-08-03,7,401,1,C042,Hamra,Croissant,Bakery,3.0,0.8,F,26,Tripoli,3011,3,8,2024,Saturday,3.0,2.2,26–35
3496,2024-08-16,11,205,1,C139,Hamra,Mate,Tea,2.5,0.5,M,33,Saida,3197,16,8,2024,Friday,2.5,2.0,26–35
